***************** Episode: 00 | Action: [0.85322684 0.08043711 0.05577299], Reward: 6.0538461538461545
297 | Action: [-0.37562415  0.3246205   0.01096925], Reward: 209.63661971831098
396 | Action: [0.0653657  0.19915223 0.00476307], Reward: 273.6802816901414
495 | Action: [-0.18665773  0.1834585   0.00427384], Reward: 270.8225352112659
594 | Action: [-0.12603173  0.10228258  0.00283836], Reward: 282.049295774644
693 | Action: [-0.33360216  0.16206227  0.00360576], Reward: 272.14929577464176
792 | Action: [-0.34351826  0.10879271  0.00428647], Reward: 262.2492957746395
891 | Action: [-0.4509003   0.13642329  0.00288238], Reward: 252.3492957746383
990 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 242.44929577463887
1089 | Action: [0.12028206 0.08565455 0.00516051], Reward: 232.54929577463943
1188 | Action: [-0.57931703  0.18160015  0.00280789], Reward: 222.64929577464
Episode took: 44.64765405654907 seconds
***************** Episode: 440 | Action: [0.8653821  0.06716982 0.06096574], Reward: 6.611409395973155
99 | Action: [-0.50049376  0.09695262  0.00246519], Reward: 40.33557046979861
198 | Action: [0.33081818 0.4458562  0.01789605], Reward: 107.6167785234902
297 | Action: [-0.26414406  0.37816393  0.01523472], Reward: 191.67651006711475
396 | Action: [-0.41753665  0.13073693  0.00311345], Reward: 201.91073825503472
495 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 192.01073825503528
594 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 182.11073825503584
693 | Action: [-0.30533996  0.17423895  0.00367088], Reward: 172.2107382550364
792 | Action: [-0.33614644  0.16024864  0.00357302], Reward: 162.31073825503697
891 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 152.41073825503753
990 | Action: [-0.35462314  0.14255413  0.00285093], Reward: 142.5107382550381
1089 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 132.61073825503865
1188 | Action: [-0.35462314  0.14255413  0.00285093], Reward: 122.71073825503922
Episode took: 46.23884892463684 seconds
***************** Episode: 450 | Action: [0.30215174 0.33418095 0.05784373], Reward: 6.611409395973155
99 | Action: [0.10911015 0.1905738  0.0101748 ], Reward: 40.335570469798604
198 | Action: [-0.54445636  0.07432759  0.00209776], Reward: 110.97248322147679
297 | Action: [0.3377829  0.1267368  0.00464781], Reward: 124.56241610738343
396 | Action: [-0.97435397  0.15383671  0.00172371], Reward: 128.08523489933032
495 | Action: [0.8366764  0.10685755 0.00868715], Reward: 202.07785234899507
594 | Action: [0.10549325 0.3674519  0.01165797], Reward: 299.56040268456496
693 | Action: [-0.90614736  0.12089606  0.0014569 ], Reward: 407.11006711409357
792 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 447.54563758389025
891 | Action: [-0.7436775   0.14030775  0.00179647], Reward: 444.3570469798612
990 | Action: [0.6094004  0.069651   0.00326635], Reward: 444.52416107381873
1089 | Action: [0.37777746 0.1134846  0.00641501], Reward: 501.7382550335484
1188 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 562.3080536912637
Episode took: 42.13844084739685 seconds
***************** Episode: 460 | Action: [0.8719285  0.09475528 0.07669218], Reward: 7.4757575757575765
99 | Action: [-0.1234377   0.16300511  0.00416936], Reward: 43.03030303030298
198 | Action: [0.3131782  0.21663737 0.0029036 ], Reward: 124.03939393939416
297 | Action: [-0.08146505  0.21470915  0.00841259], Reward: 216.41212121212183
396 | Action: [-0.65673995  0.09086291  0.00555808], Reward: 312.5727272727271
495 | Action: [-0.4557682   0.11732434  0.00288161], Reward: 321.6121212121189
594 | Action: [-0.3715438   0.13998057  0.00352353], Reward: 311.71212121211664
693 | Action: [-0.9281851   0.11306275  0.00312388], Reward: 328.32727272726606
792 | Action: [-0.95447797  0.20660916  0.00301717], Reward: 397.9727272727188
891 | Action: [0.4735279  0.08899803 0.00273573], Reward: 448.67878787877754
990 | Action: [0.38469097 0.19999996 0.00481811], Reward: 529.6878787878665
1089 | Action: [-0.5484594   0.11353774  0.00340043], Reward: 580.3939393939243
1188 | Action: [-0.6285811   0.186539    0.00339543], Reward: 570.493939393922
Episode took: 43.07859921455383 seconds
***************** Episode: 470 | Action: [0.3407658  0.3280416  0.05372099], Reward: 6.844444444444445
99 | Action: [0.24636595 0.13718894 0.00889751], Reward: 42.08333333333327
198 | Action: [-0.4100364   0.13668273  0.00397712], Reward: 115.51666666666702
297 | Action: [0.48574728 0.23424512 0.0064665 ], Reward: 116.03333333333427
396 | Action: [-0.2704745   0.17576846  0.00386715], Reward: 106.13333333333483
495 | Action: [-0.537559    0.2786685   0.00368224], Reward: 117.06666666666877
594 | Action: [-0.73602915  0.10517485  0.00267262], Reward: 107.16666666666933
693 | Action: [-0.24994673  0.14380799  0.00300154], Reward: 114.62777777778103
792 | Action: [-0.42043576  0.08972592  0.00623666], Reward: 104.7277777777816
891 | Action: [0.3005424  0.12341604 0.00710056], Reward: 94.82777777778216
990 | Action: [0.6168159  0.11817995 0.00985436], Reward: 123.12222222222724
1089 | Action: [-0.00484785  0.11738265  0.00520822], Reward: 200.0277777777835
1188 | Action: [0.10866237 0.14287943 0.00621371], Reward: 214.43333333333968
Episode took: 43.569650173187256 seconds
***************** Episode: 480 | Action: [0.78998953 0.08813483 0.05084413], Reward: 6.478947368421053
99 | Action: [-0.27725762  0.10680135  0.00191095], Reward: 36.05263157894733
198 | Action: [0.09927562 0.16803807 0.01049424], Reward: 114.96842105263175
297 | Action: [0.88318986 0.15137732 0.00824531], Reward: 213.6210526315795
396 | Action: [-1.1533498e-04  1.5164001e-01  7.4789664e-03], Reward: 325.43157894736754
495 | Action: [-0.33361673  0.1611341   0.00359869], Reward: 387.89999999999674
594 | Action: [-0.35462314  0.14255413  0.00285093], Reward: 377.9999999999945
693 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 368.09999999999224
792 | Action: [-0.409933    0.13200031  0.00308207], Reward: 358.19999999999
891 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 348.29999999998773
990 | Action: [-0.33361673  0.1611341   0.00359869], Reward: 338.3999999999855
1089 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 328.49999999998323
1188 | Action: [-0.35462314  0.14255413  0.00285093], Reward: 318.599999999981
Episode took: 55.18149399757385 seconds
***************** Episode: 490 | Action: [0.8790945  0.08375438 0.06165097], Reward: 6.749315068493151
99 | Action: [-0.825597    0.23185061  0.00144537], Reward: 41.369863013698584
198 | Action: [0.09169182 0.3989988  0.01389516], Reward: 123.93561643835653
297 | Action: [0.12885848 0.23815863 0.00784058], Reward: 220.20000000000059
396 | Action: [0.09322423 0.17090641 0.0067301 ], Reward: 337.0123287671228
495 | Action: [-0.2541913   0.09698758  0.01322521], Reward: 395.6054794520524
594 | Action: [-0.31736416  0.18509108  0.00341807], Reward: 389.13013698629675
693 | Action: [0.10498541 0.2839612  0.00495961], Reward: 420.3260273972536
792 | Action: [0.48527846 0.2256819  0.00855004], Reward: 506.3164383561559
891 | Action: [-0.17378274  0.21685678  0.00709112], Reward: 602.5808219177964
990 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 644.0506849314921
1089 | Action: [-0.35480493  0.14240173  0.00285698], Reward: 634.1506849314899
1188 | Action: [0.15082157 0.35141772 0.00734923], Reward: 637.9493150684738
Episode took: 37.88452100753784 seconds
***************** Episode: 500 | Action: [0.8624456  0.09288202 0.06745503], Reward: 6.435947712418301
99 | Action: [-0.0971646   0.15822889  0.00134198], Reward: 35.751633986928056
198 | Action: [-0.16766812  0.22911176  0.00777721], Reward: 110.81895424836634
297 | Action: [0.36837476 0.09211817 0.01215181], Reward: 202.22614379085064
396 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 247.8816993464068
495 | Action: [0.3055866  0.21145795 0.00478945], Reward: 241.24967320261652
594 | Action: [-0.48280236  0.22522984  0.00969537], Reward: 257.49346405229016
693 | Action: [-0.19429632  0.17442022  0.00413093], Reward: 270.469281045752
792 | Action: [-0.37631825  0.17835687  0.00297807], Reward: 260.56928104574973
891 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 253.93725490195723
990 | Action: [-0.2658481   0.23054148  0.00456313], Reward: 244.0372549019578
1089 | Action: [-5.9118128e-01  8.7275676e-02  3.9214327e-04], Reward: 234.13725490195836
1188 | Action: [-0.21848838  0.13359053  0.00940782], Reward: 224.23725490195892
Episode took: 33.975006103515625 seconds
***************** Episode: 510 | Action: [0.83508813 0.07387996 0.05165203], Reward: 6.034969325153375
99 | Action: [-0.48729098  0.19537202  0.00198799], Reward: 36.012269938650284
198 | Action: [0.12561071 0.1469821  0.00888558], Reward: 96.66441717791426
297 | Action: [-0.01464417  0.17062461  0.00318392], Reward: 175.72147239263856
396 | Action: [-0.03397021  0.12261226  0.00496159], Reward: 165.82147239263912
495 | Action: [0.06748785 0.10771757 0.00582533], Reward: 155.92147239263969
594 | Action: [-0.27856746  0.16564293  0.00402739], Reward: 158.29141104294695
693 | Action: [0.39157587 0.10933242 0.00683374], Reward: 148.3914110429475
792 | Action: [0.00547436 0.23201223 0.00258428], Reward: 138.49141104294807
891 | Action: [-0.06842471  0.18894707  0.00450325], Reward: 128.59141104294864
990 | Action: [-0.07991396  0.13552658  0.00940495], Reward: 118.6914110429492
1089 | Action: [-0.97198147  0.13689789  0.00131659], Reward: 203.88343558282673
1188 | Action: [-0.93587035  0.12121411  0.00172062], Reward: 301.34539877300995
Episode took: 34.2527277469635 seconds
***************** Episode: 520 | Action: [0.32651424 0.36214173 0.05791622], Reward: 7.172727272727273
99 | Action: [0.04043846 0.18789981 0.010863  ], Reward: 44.54545454545447
198 | Action: [0.34781975 0.12978002 0.00349627], Reward: 121.91818181818213
297 | Action: [-0.8491      0.12455069  0.00295972], Reward: 144.74545454545535
396 | Action: [-0.60632956  0.21275687  0.00263057], Reward: 134.8454545454559
495 | Action: [-0.17879376  0.21912485  0.00487522], Reward: 139.49090909091098
594 | Action: [-0.53177655  0.18993048  0.00427623], Reward: 129.59090909091154
693 | Action: [-0.31035542  0.17129217  0.00374182], Reward: 130.60000000000298
792 | Action: [-9.7192973e-01  4.2577129e-02  6.8617734e-04], Reward: 120.70000000000354
891 | Action: [0.5558925  0.19915105 0.01032966], Reward: 110.8000000000041
990 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 100.90000000000467
1089 | Action: [0.08109691 0.18891756 0.0029066 ], Reward: 91.00000000000523
1188 | Action: [0.33538523 0.06664972 0.00091483], Reward: 81.10000000000579
Episode took: 33.03944778442383 seconds
***************** Episode: 530 | Action: [0.87262154 0.07491308 0.06203655], Reward: 7.418796992481203
99 | Action: [-0.44953334  0.16360499  0.00341674], Reward: 42.63157894736835
198 | Action: [0.0606135  0.11423123 0.00832555], Reward: 130.47593984962447
297 | Action: [0.0379851  0.24105938 0.00869904], Reward: 240.87669172932445
396 | Action: [-0.66989297  0.11273902  0.00462212], Reward: 287.3676691729313
495 | Action: [0.69967574 0.11817539 0.00353813], Reward: 277.46766917292905
594 | Action: [-0.26400852  0.10934308  0.00269171], Reward: 278.84586466164853
693 | Action: [0.5405877  0.29212573 0.01665905], Reward: 317.8180451127738
792 | Action: [0.16366552 0.13802893 0.00735548], Reward: 398.14360902254543
891 | Action: [-0.638743    0.11452695  0.00273056], Reward: 478.46917293231706
990 | Action: [-0.08453047  0.16133462  0.01343158], Reward: 468.5691729323148
1089 | Action: [0.5664927  0.20747124 0.00754714], Reward: 522.5789473684024
1188 | Action: [-0.540614    0.07030667  0.00185393], Reward: 561.5511278195277
Episode took: 34.03713321685791 seconds
***************** Episode: 540 | Action: [0.44246483 0.22763847 0.07249404], Reward: 6.992198581560284
99 | Action: [-0.1611932   0.1952174   0.00759702], Reward: 43.191489361702054
198 | Action: [0.23108643 0.49780244 0.01565053], Reward: 111.30567375886562
297 | Action: [-0.5605253   0.19315927  0.00224023], Reward: 112.04397163120663
396 | Action: [-0.00515266  0.28545305  0.01183045], Reward: 134.05886524822853
495 | Action: [-0.656751    0.1950696   0.00216228], Reward: 212.8113475177328
594 | Action: [0.24440958 0.09429973 0.00456892], Reward: 288.0177304964558
693 | Action: [0.42741346 0.2728396  0.00326987], Reward: 384.500709219858
792 | Action: [-0.90527064  0.06952605  0.00091648], Reward: 381.692907801416
891 | Action: [-0.10302278  0.20527723  0.00379705], Reward: 382.4312056737542
990 | Action: [-0.7958035   0.12058712  0.00185552], Reward: 404.4460992907733
1089 | Action: [0.09019446 0.5864969  0.02527804], Reward: 454.8297872340336
1188 | Action: [-0.3511221   0.11321346  0.00427152], Reward: 448.4758865248115
Episode took: 37.74100613594055 seconds
***************** Episode: 550 | Action: [0.83985776 0.07269924 0.06502073], Reward: 6.656756756756757
99 | Action: [-9.7436768e-01  1.1662183e-01  6.0097442e-04], Reward: 37.297297297297256
198 | Action: [-0.42318967  0.06706874  0.00338289], Reward: 115.23513513513532
297 | Action: [-0.84550816  0.15844639  0.00325677], Reward: 203.30810810810902
396 | Action: [-0.29215083  0.43219247  0.0155322 ], Reward: 284.62432432432513
495 | Action: [0.03238135 0.15972629 0.00936696], Reward: 396.3459459459448
594 | Action: [-0.32625562  0.1574736   0.00333974], Reward: 426.98648648648316
693 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 417.0864864864809
792 | Action: [-0.30156645  0.17547907  0.00366953], Reward: 407.18648648647866
891 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 397.2864864864764
990 | Action: [-0.3129489   0.17184648  0.00367239], Reward: 387.38648648647415
1089 | Action: [-0.33361673  0.1611341   0.00359869], Reward: 377.4864864864719
1188 | Action: [-0.35462314  0.14255413  0.00285093], Reward: 367.58648648646965
Episode took: 42.13443374633789 seconds
***************** Episode: 560 | Action: [0.8407372  0.08377063 0.06335447], Reward: 6.478947368421053
99 | Action: [-0.67751384  0.12150204  0.00139608], Reward: 36.05263157894733
198 | Action: [0.11649214 0.47413805 0.01165634], Reward: 108.38947368421071
297 | Action: [0.47853908 0.12545672 0.00904245], Reward: 193.88421052631637
396 | Action: [-0.4571462   0.14768472  0.01552342], Reward: 266.2210526315788
495 | Action: [-0.27897698  0.12428607  0.0023165 ], Reward: 262.8999999999976
594 | Action: [0.19336839 0.12121473 0.00834976], Reward: 292.4736842105216
693 | Action: [-0.33403936  0.2722215   0.00406535], Reward: 335.20526315788766
792 | Action: [0.23432082 0.06890204 0.00385643], Reward: 325.3052631578854
891 | Action: [-0.8204752   0.1329281   0.00335016], Reward: 315.40526315788316
990 | Action: [-0.09869914  0.18589991  0.00440298], Reward: 321.9526315789335
1089 | Action: [0.05559998 0.20800218 0.01074312], Reward: 321.9210526315628
1188 | Action: [0.8123533  0.09255233 0.00473662], Reward: 400.8368421052446
Episode took: 49.241393089294434 seconds
***************** Episode: 570 | Action: [0.75213945 0.07173022 0.05536129], Reward: 6.917543859649123
99 | Action: [-0.3117849   0.09617742  0.00258371], Reward: 39.122807017543806
198 | Action: [-0.93455845  0.14324898  0.00186009], Reward: 116.94210526315814
297 | Action: [0.26091895 0.17382017 0.00807411], Reward: 208.79649122807064
396 | Action: [-0.22626805  0.22710636  0.01233356], Reward: 311.1771929824552
495 | Action: [-0.3110491   0.1724422   0.00367201], Reward: 357.4175438596457
594 | Action: [-0.35805136  0.14150861  0.00288394], Reward: 347.51754385964347
693 | Action: [-0.3129489   0.17184648  0.00367239], Reward: 337.6175438596412
792 | Action: [-0.35805136  0.14150861  0.00288394], Reward: 327.71754385963897
891 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 317.8175438596367
990 | Action: [-0.35462314  0.14255413  0.00285093], Reward: 307.91754385963446
1089 | Action: [-0.3129489   0.17184648  0.00367239], Reward: 298.0175438596322
1188 | Action: [-0.35462314  0.14255413  0.00285093], Reward: 288.11754385962996
Episode took: 45.79150104522705 seconds
***************** Episode: 580 | Action: [0.8709786  0.08425842 0.0572372 ], Reward: 7.592307692307693
99 | Action: [-0.5272714   0.18993838  0.00213946], Reward: 47.69230769230764
198 | Action: [-0.00644007  0.20994465  0.00997257], Reward: 141.63846153846177
297 | Action: [-0.6075033   0.05045479  0.00392032], Reward: 231.73846153846216
396 | Action: [-0.51984966  0.14139967  0.00230457], Reward: 244.91538461538576
495 | Action: [-0.90243864  0.13154586  0.00131929], Reward: 235.01538461538632
594 | Action: [-0.1746489   0.29268634  0.01026609], Reward: 286.65384615384767
693 | Action: [0.25543547 0.09050648 0.00577712], Reward: 392.13846153846146
792 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 482.2384615384598
891 | Action: [-0.33360216  0.16206227  0.00360576], Reward: 472.3384615384575
990 | Action: [-0.64603966  0.07106863  0.00281533], Reward: 462.4384615384553
1089 | Action: [-0.4011841   0.1662158   0.00341549], Reward: 471.76923076922236
1188 | Action: [0.56861854 0.35028306 0.00615707], Reward: 477.2538461538356
Episode took: 31.453897953033447 seconds
***************** Episode: 590 | Action: [0.59943724 0.22017704 0.06998813], Reward: 7.7125
99 | Action: [-0.19007719  0.226977    0.00808542], Reward: 48.59374999999993
198 | Action: [-0.7455082   0.12169459  0.00393642], Reward: 120.72500000000034
297 | Action: [0.56208956 0.11188935 0.00801375], Reward: 224.1062500000009
396 | Action: [0.0058301 0.1941236 0.0021358], Reward: 292.33124999999933
495 | Action: [0.12887427 0.12175803 0.00305262], Reward: 282.4312499999971
594 | Action: [-0.46327597  0.08385815  0.00143572], Reward: 272.5312499999948
693 | Action: [0.04422635 0.22124022 0.00973789], Reward: 340.7562499999926
792 | Action: [-0.7062114   0.24773045  0.004926  ], Reward: 459.7624999999903
891 | Action: [-0.4458891   0.10541274  0.00564894], Reward: 461.5812499999881
990 | Action: [-0.32143876  0.19817054  0.00647723], Reward: 451.6812499999858
1089 | Action: [0.12260269 0.21348499 0.00881941], Reward: 488.6562499999836
1188 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 502.1937499999813
Episode took: 31.018224954605103 seconds
***************** Episode: 600 | Action: [0.23946509 0.38283277 0.06769319], Reward: 6.679661016949153
99 | Action: [-0.17712048  0.22826621  0.00784769], Reward: 40.84745762711858
198 | Action: [-0.269184    0.2533462   0.00937685], Reward: 91.96440677966125
297 | Action: [-0.02235243  0.21123269  0.00794012], Reward: 180.36949152542448
396 | Action: [-0.2867992   0.23572503  0.00875141], Reward: 272.16440677966176
495 | Action: [0.05674013 0.17313278 0.00990645], Reward: 374.12881355932046
594 | Action: [0.68699247 0.16792478 0.00726697], Reward: 445.584745762708
693 | Action: [-0.33360216  0.16206227  0.00360576], Reward: 479.7525423728752
792 | Action: [-0.33361673  0.1611341   0.00359869], Reward: 469.85254237287296
891 | Action: [-0.3263759   0.16572104  0.00344243], Reward: 459.9525423728707
990 | Action: [-0.42431596  0.13473417  0.0026805 ], Reward: 450.05254237286846
1089 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 440.1525423728662
1188 | Action: [-0.359761    0.14121713  0.00289018], Reward: 430.25254237286396
Episode took: 32.668864011764526 seconds
***************** Episode: 610 | Action: [0.9216832  0.0998272  0.07634638], Reward: 7.280073800738008
99 | Action: [-0.5402525   0.16218407  0.00132764], Reward: 41.660516605165995
198 | Action: [-0.22474076  0.20100188  0.00439493], Reward: 127.70147601476057
297 | Action: [0.6160989  0.14098908 0.0079867 ], Reward: 232.19261992619997
396 | Action: [-0.2790478   0.16550294  0.01397825], Reward: 336.68376383763785
495 | Action: [-0.33361673  0.1611341   0.00359869], Reward: 337.8538745387427
594 | Action: [-0.18047222  0.06848691  0.00319416], Reward: 327.9538745387404
693 | Action: [0.05604185 0.16888025 0.00956619], Reward: 325.4339483394762
792 | Action: [0.5998977  0.12391359 0.0095066 ], Reward: 426.23505535054466
891 | Action: [0.7277244  0.135636   0.00658704], Reward: 527.036162361613
990 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 579.8667896678842
1089 | Action: [-0.3327377   0.15867059  0.00353866], Reward: 569.9667896678819
1188 | Action: [0.4493986  0.18435629 0.00400772], Reward: 560.0667896678797
Episode took: 38.43555927276611 seconds
***************** Episode: 620 | Action: [0.8919747  0.09691067 0.07463438], Reward: 6.310256410256411
99 | Action: [-0.4684664   0.09132342  0.00328024], Reward: 34.871794871794826
198 | Action: [-0.92924416  0.13990891  0.00156113], Reward: 98.68974358974374
297 | Action: [-0.2851227   0.19302294  0.00577288], Reward: 178.53333333333404
396 | Action: [-0.409933    0.13200031  0.00308207], Reward: 187.86410256410383
495 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 177.9641025641044
594 | Action: [-0.35462314  0.14255413  0.00285093], Reward: 168.06410256410496
693 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 158.16410256410552
792 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 148.26410256410608
891 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 138.36410256410664
990 | Action: [-0.35462314  0.14255413  0.00285093], Reward: 128.4641025641072
1089 | Action: [-0.34616536  0.16144106  0.00356501], Reward: 118.56410256410777
1188 | Action: [-0.409933    0.13200031  0.00308207], Reward: 108.66410256410833
Episode took: 39.58528804779053 seconds
***************** Episode: 630 | Action: [0.54482365 0.20895469 0.07283341], Reward: 5.424861878453039
99 | Action: [-0.201121    0.22285192  0.00724825], Reward: 31.43646408839775
198 | Action: [0.29541352 0.17691472 0.00825167], Reward: 79.5475138121548
297 | Action: [-0.14675911  0.16881482  0.00129366], Reward: 80.69723756906144
396 | Action: [0.02330045 0.31063002 0.01475908], Reward: 137.0955801104985
495 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 168.63204419889706
594 | Action: [-0.8046579   0.09940787  0.00280067], Reward: 158.73204419889763
693 | Action: [-0.0999011   0.10067488  0.00162744], Reward: 148.8320441988982
792 | Action: [0.2800002  0.12492266 0.00703249], Reward: 147.21933701657835
891 | Action: [-0.7068855   0.10746322  0.00445739], Reward: 184.28066298342998
990 | Action: [0.06673083 0.10338948 0.00410061], Reward: 207.52983425414894
1089 | Action: [0.09090364 0.1324166  0.00400701], Reward: 200.39226519337603
1188 | Action: [0.3844898  0.37622625 0.00846849], Reward: 201.54198895028273
Episode took: 46.3193359375 seconds
***************** Episode: 640 | Action: [0.88857335 0.08749729 0.06448512], Reward: 7.094244604316547
99 | Action: [-0.4550651   0.07977638  0.00311108], Reward: 40.35971223021576
198 | Action: [-0.06451911  0.24732327  0.00811852], Reward: 116.79064748201456
297 | Action: [-0.44113007  0.12383215  0.00229136], Reward: 218.40143884892186
396 | Action: [-0.64681894  0.1160971   0.00206337], Reward: 212.0985611510807
495 | Action: [0.46475795 0.12400331 0.006508  ], Reward: 202.19856115108126
594 | Action: [-0.6930981   0.21769905  0.00275089], Reward: 203.08992805755668
693 | Action: [-0.35184687  0.16765137  0.00355893], Reward: 221.9669064748235
792 | Action: [0.9228757  0.15821902 0.00923581], Reward: 255.23237410072335
891 | Action: [0.8381224  0.38290906 0.01243839], Reward: 284.90071942446207
990 | Action: [-0.54995865  0.11157101  0.0070608 ], Reward: 275.0007194244598
1089 | Action: [-0.23207323  0.18845583  0.00413237], Reward: 265.10071942445757
1188 | Action: [0.02028893 0.22665009 0.00420719], Reward: 255.20071942445554
Episode took: 41.64477205276489 seconds
***************** Episode: 650 | Action: [0.8525397  0.07157342 0.0611181 ], Reward: 6.844444444444445
99 | Action: [0.04609733 0.10057464 0.00472611], Reward: 38.61111111111106
198 | Action: [0.33183584 0.35904574 0.00520342], Reward: 125.93333333333379
297 | Action: [-0.0081897   0.15374665  0.00778351], Reward: 223.67222222222344
396 | Action: [0.8989445  0.09518401 0.00774465], Reward: 297.10555555555544
495 | Action: [-0.36352244  0.15581612  0.00349314], Reward: 318.45555555555325
594 | Action: [-0.33360216  0.16206227  0.00360576], Reward: 308.555555555551
693 | Action: [0.32844427 0.1562108  0.00423239], Reward: 316.0166666666599
792 | Action: [-0.65423745  0.16945776  0.00295779], Reward: 333.89444444443546
891 | Action: [0.03830625 0.094901   0.00359315], Reward: 323.9944444444332
990 | Action: [0.06560556 0.08388317 0.01202125], Reward: 314.09444444443096
1089 | Action: [-0.56713146  0.19147348  0.0024811 ], Reward: 304.1944444444287
1188 | Action: [-0.3129489   0.17184648  0.00367239], Reward: 294.29444444442646
Episode took: 39.62321186065674 seconds
***************** Episode: 660 | Action: [0.5826899  0.24202138 0.07134789], Reward: 7.4757575757575765
99 | Action: [0.24454692 0.10658196 0.00815791], Reward: 46.818181818181756
198 | Action: [0.03986866 0.18823321 0.00373563], Reward: 105.10000000000026
297 | Action: [0.39624488 0.09808225 0.00323068], Reward: 106.56363636363717
396 | Action: [-0.79384506  0.12979487  0.00124461], Reward: 96.66363636363774
495 | Action: [-0.15988806  0.14743336  0.00468383], Reward: 120.85454545454733
594 | Action: [0.41790333 0.2482861  0.00456783], Reward: 110.9545454545479
693 | Action: [-0.44507244  0.1176808   0.00405136], Reward: 101.05454545454846
792 | Action: [-0.20127298  0.19040516  0.00355481], Reward: 91.15454545454902
891 | Action: [-0.5805328   0.09174305  0.0014773 ], Reward: 92.61818181818593
990 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 82.7181818181865
1089 | Action: [-0.2660492   0.14497483  0.00115946], Reward: 72.81818181818706
1188 | Action: [-0.6226808   0.17988206  0.00064883], Reward: 74.28181818182397
Episode took: 40.239558935165405 seconds
***************** Episode: 670 | Action: [0.83899117 0.06375276 0.05764472], Reward: 6.749315068493151
99 | Action: [-9.8419189e-01  1.3423045e-01  8.9728634e-04], Reward: 37.94520547945201
198 | Action: [0.16197547 0.24402656 0.01549691], Reward: 103.38767123287705
297 | Action: [0.07194775 0.25120088 0.00708632], Reward: 199.65205479452118
396 | Action: [0.3967316  0.4627932  0.01792875], Reward: 299.3410958904107
495 | Action: [-0.6236006   0.08547413  0.0045496 ], Reward: 303.13972602739483
594 | Action: [-0.23123643  0.18496642  0.00405129], Reward: 306.93835616437894
693 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 307.31232876711647
792 | Action: [0.4157107  0.16783465 0.00526642], Reward: 297.4123287671142
891 | Action: [-0.5354084   0.08746354  0.00155699], Reward: 287.51232876711197
990 | Action: [-0.30914807  0.17303963  0.00367164], Reward: 318.7082191780688
1089 | Action: [-0.25135309  0.16219205  0.00399454], Reward: 308.80821917806657
1188 | Action: [-0.48341632  0.18882382  0.00372236], Reward: 298.9082191780643
Episode took: 40.53365921974182 seconds
***************** Episode: 680 | Action: [0.9160796  0.1099543  0.07840914], Reward: 6.611409395973155
99 | Action: [-0.20870003  0.08881143  0.0029069 ], Reward: 36.97986577181204
198 | Action: [-0.3450436   0.27456468  0.01287915], Reward: 97.5496644295304
297 | Action: [0.5779505  0.12751453 0.00329389], Reward: 184.96510067114156
396 | Action: [-0.68183804  0.22194837  0.00373816], Reward: 245.53489932886004
495 | Action: [-0.8499762   0.14287432  0.00553996], Reward: 316.17181208053626
594 | Action: [0.7182798  0.2678199  0.00614178], Reward: 312.9832214765072
693 | Action: [0.54712164 0.14855713 0.00446985], Reward: 303.08322147650495
792 | Action: [-0.15096413  0.13113034  0.00247663], Reward: 299.8946308724759
891 | Action: [0.11499611 0.11183875 0.00539293], Reward: 323.5516778523396
990 | Action: [0.31016055 0.5154226  0.01763415], Reward: 417.6785234899218
1089 | Action: [0.3971463  0.12520823 0.01032699], Reward: 518.5167785234771
1188 | Action: [0.50118524 0.07453544 0.00576023], Reward: 511.9724832214614
Episode took: 40.255155086517334 seconds
***************** Episode: 690 | Action: [0.8839566  0.08376826 0.06171501], Reward: 6.457377049180328
99 | Action: [-0.5841943   0.13792533  0.00129112], Reward: 35.901639344262264
198 | Action: [-0.9092076   0.11056793  0.00409628], Reward: 107.96885245901673
297 | Action: [-0.96651363  0.11000738  0.00237616], Reward: 183.3147540983616
396 | Action: [-0.46876252  0.18021157  0.00934372], Reward: 278.3327868852468
